incident_number,call_type,call_type_group,call_time,Street,call_origin,mental_health,drug_related,dv_related,alcohol_related,Area,AreaName,Latitude,Longitude,WARD,DISTRICT,type_level
19BU028039,Suspicious Event,Public Service,12/25/19 6:05,North Ave,911,0,0,0,0,B,OldNorthEnd,44.48388403,-73.2238271,3,Central,Type 1
19BU028040,Foot Patrol,Public Service,12/25/19 8:40,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.4784936,-73.21291061,3,Central,Type 1
19BU028041,Foot Patrol,Public Service,12/25/19 8:44,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.4782265,-73.21241952,3,Central,Type 1
19BU028042,TRO/FRO Violation,Domestic,12/25/19 10:24,NA,Phone,0,0,0,0,B,OldNorthEnd,NA,NA,3,Central,Type 3
19BU028043,Foot Patrol,Public Service,12/25/19 10:51,Maple St / S Willard St,Officer/Radio,0,0,0,0,E,SouthEnd,44.4736903,-73.20416155,6,South,Type 1
19BU028044,Suspicious Event,Public Service,12/25/19 11:45,Pearl St/N Prospect St,Phone,1,0,0,0,C,UniversityHillSection,44.47953281,-73.19945697,1,East,Type 1
19BU028045,Suspicious Event,Public Service,12/25/19 12:05,Dale Rd,Phone,0,0,0,1,A,NewNorthEnd,44.5036954,-73.25452355,4,North,Type 1
19BU028046,TRO/FRO Violation,Domestic,12/25/19 12:11,NA,Officer/Radio,1,0,1,0,B,OldNorthEnd,NA,NA,3,Central,Type 3
19BU028047,Threats/Harassment,Other,12/25/19 13:22,Manhattan Dr A,Phone,0,0,1,0,B,OldNorthEnd,44.48793919,-73.22345667,3,Central,Type 2
19BU028048,Foot Patrol,Public Service,12/25/19 13:47,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47874319,-73.21333767,3,Central,Type 1
19BU028049,911 Hangup,Other,12/25/19 14:20,Flynn Ave,911,0,0,0,0,E,SouthEnd,44.45535413,-73.21646432,5,South,Type 2
19BU028050,Assist - Agency,Assist,12/25/19 14:24,Main St,Phone,0,0,0,0,D,Downtown,44.47679607,-73.21249485,3,Central,Type 2
19BU028051,Burglary,Property,12/25/19 14:31,Elmwood Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48346314,-73.21576989,3,Central,Type 2
19BU028052,Suspicious Event,Public Service,12/25/19 14:33,Flynn Ave,Officer/Radio,0,0,0,0,E,SouthEnd,44.45675513,-73.21900657,5,South,Type 1
19BU028053,Juvenile Problem,Public Service,12/25/19 14:35,NA,Phone,0,0,0,0,A,NewNorthEnd,NA,NA,7,North,Type 1
19BU028054,Property Damage,Property,12/25/19 14:40,Riveride Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48672541,-73.19142872,1,East,Type 1
19BU028055,911 Hangup,Other,12/25/19 15:58,Northgate Rd,911,0,0,0,0,A,NewNorthEnd,44.51924277,-73.26450449,4,North,Type 2
19BU028056,Assist - Agency,Assist,12/25/19 17:23,Flynn Ave,Phone,0,0,0,0,E,SouthEnd,44.45486788,-73.21511513,5,South,Type 2
19BU028057,Foot Patrol,Public Service,12/25/19 17:24,Church Street Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47991449,-73.21317769,3,Central,Type 1
19BU028058,Welfare Check,Public Service,12/25/19 18:45,S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.47275235,-73.20924075,6,South,Type 2
19BU028059,Intoxication,Quality of Life,12/25/19 19:18,S Winnoski Ave,Phone,0,0,0,1,D,Downtown,44.4739327,-73.20969224,3,Central,Type 1
19BU028060,Welfare Check,Public Service,12/25/19 20:53,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48098486,-73.19509987,1,East,Type 2
19BU028061,Alarm,Public Service,12/25/19 22:21,Flynn Ave,Phone,0,0,0,0,E,SouthEnd,44.45795976,-73.22050867,5,South,Type 2
19BU028062,Trespass,Other,12/25/19 22:22,Church St,Phone,0,0,0,0,D,Downtown,44.47925574,-73.21213284,3,Central,Type 2
19BU028063,Domestic Disturbance,Domestic,12/26/19 0:07,NA,Phone,0,0,1,0,A,NewNorthEnd,NA,NA,7,North,Type 3
19BU028064,Domestic Disturbance,Domestic,12/26/19 0:08,NA,Phone,0,0,1,0,B,OldNorthEnd,NA,NA,2,Central,Type 3
19BU028065,Alarm,Public Service,12/26/19 4:57,Pine St,Phone,0,0,0,0,E,SouthEnd,44.45766613,-73.21207989,5,South,Type 2
19BU028066,Trespass,Other,12/26/19 5:50,Main St,Phone,0,0,0,0,D,Downtown,44.47567049,-73.21264882,3,Central,Type 2
19BU028067,Trespass,Other,12/26/19 7:16,Bank St,Phone,0,0,0,0,D,Downtown,44.47671394,-73.21351477,3,Central,Type 2
19BU028068,Assist - Public,Public Service,12/26/19 7:26,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48346136,-73.22269215,3,Central,Type 1
19BU028069,Overdose,Drugs,12/26/19 7:55,Pearl St,911,0,1,0,0,D,Downtown,44.48211631,-73.21020338,3,Central,Type 3
19BU028070,Operations,Administrative,12/26/19 7:58,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48213529,-73.21922096,3,Central,Type 1
19BU028071,Found/Lost Property,Public Service,12/26/19 8:26,Cambrian Way,Phone,0,0,0,0,B,OldNorthEnd,44.49260734,-73.22965578,4,North,Type 1
19BU028072,Crash - LSA,Motor Vehicle,12/26/19 10:11,Riverside Ave,911,0,0,0,0,B,OldNorthEnd,44.48990745,-73.20943972,2,Central,NA
19BU028073,Community Outreach,Public Service,12/26/19 10:41,Battery Park,Phone,0,0,0,0,B,OldNorthEnd,44.48110769,-73.22176634,3,Central,Type 1
19BU028074,Disturbance,Quality of Life,12/26/19 11:05,Lakeside Ave,911,0,0,0,0,E,SouthEnd,44.46194397,-73.2197722,5,South,Type 2
19BU028075,TRO/FRO Service,Court Order,12/26/19 11:10,NA,Phone,0,0,1,0,B,OldNorthEnd,NA,NA,3,Central,Type 3
19BU028076,Foot Patrol,Public Service,12/26/19 11:22,Maple St / S Willard St,Officer/Radio,0,0,0,0,E,SouthEnd,44.4749198,-73.20391488,6,South,Type 1
19BU028077,Crash - Property damage only,Motor Vehicle,12/26/19 12:16,Main St/S Winooski Ave,911,0,0,0,0,D,Downtown,44.47755332,-73.21043839,3,Central,NA
19BU028078,Traffic,Motor Vehicle,12/26/19 12:31,S Winooski Ave / Archibald St,Phone,0,0,0,0,B,OldNorthEnd,44.48786272,-73.20922803,2,Central,Type 1
19BU028079,Crash - Non-Investigated,Motor Vehicle,12/26/19 12:35,St Paul St,Phone,0,0,0,0,D,Downtown,44.47861122,-73.21193756,3,Central,NA
19BU028080,Stolen Vehicle,Property,12/26/19 12:39,Main St / S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.47629404,-73.21005799,3,Central,Type 1
19BU028081,Domestic Disturbance,Domestic,12/26/19 13:01,NA,911,0,0,1,0,B,OldNorthEnd,NA,NA,2,Central,Type 3
19BU028082,Assist - Agency,Assist,12/26/19 13:31,Starr Farm Rd,Phone,1,0,0,0,A,NewNorthEnd,44.5167642,-73.26123175,4,North,Type 2
19BU028083,Disturbance,Quality of Life,12/26/19 13:41,Pearl St,Phone,1,0,0,0,C,UniversityHillSection,44.48016335,-73.20609033,2,Central,Type 2
19BU028084,Ordinance Violation - Other,Quality of Life,12/26/19 13:54,Bank St,Phone,0,0,0,0,D,Downtown,44.47688983,-73.21166736,3,Central,Type 1
19BU028085,Found/Lost Property,Public Service,12/26/19 13:57,Pitkin St,In Person,0,0,0,0,B,OldNorthEnd,44.48716027,-73.21861423,3,Central,Type 1
19BU028086,Assist - Agency,Assist,12/26/19 14:18,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48293757,-73.22240056,3,Central,Type 2
19BU028087,Intoxication,Quality of Life,12/26/19 14:21,North St,Phone,0,0,0,0,B,OldNorthEnd,44.48490056,-73.22055544,3,Central,Type 1
19BU028088,Foot Patrol,Public Service,12/26/19 14:30,Mansfield Ave / Loomis St,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48266723,-73.20114431,1,East,Type 1
19BU028089,Trespass,Other,12/26/19 14:49,S Champlain St,911,0,0,0,0,E,SouthEnd,44.47170598,-73.2189385,5,South,Type 2
19BU028090,Welfare Check,Public Service,12/26/19 14:51,N Champlain St,911,1,0,0,0,B,OldNorthEnd,44.48301808,-73.21788631,3,Central,Type 2
19BU028091,Disturbance,Quality of Life,12/26/19 15:11,College St,Phone,0,0,0,0,D,Downtown,44.4788575,-73.20923325,8,East,Type 2
19BU028092,Suspicious Event,Public Service,12/26/19 15:24,Old Dump Rd,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.49064333,-73.20957927,2,Central,Type 1
19BU028093,Foot Patrol,Public Service,12/26/19 15:25,Old Dump Rd,Phone,0,0,0,0,B,OldNorthEnd,44.4899175,-73.21241698,2,Central,Type 1
19BU028094,Community Outreach,Public Service,12/26/19 15:57,Catherdral Sq  F,Phone,1,0,0,0,D,Downtown,44.48152918,-73.21733815,3,Central,Type 1
19BU028095,Assist - Agency,Assist,12/26/19 16:55,Maple St,Officer/Radio,0,0,0,0,E,SouthEnd,44.47528892,-73.2088932,6,South,Type 2
19BU028096,Assist - Agency,Assist,12/26/19 17:07,Colchester Ave,Phone,1,0,0,0,C,UniversityHillSection,44.47966967,-73.19441686,1,East,Type 2
19BU028097,Property Damage,Property,12/26/19 17:09,Park St,Phone,0,0,0,0,B,OldNorthEnd,44.48012172,-73.22052607,3,Central,Type 1
19BU028098,Crash - Property damage only,Motor Vehicle,12/26/19 17:12,College St/S Winooksi Ave,911,0,0,0,0,D,Downtown,44.47876433,-73.20978876,8,East,NA
19BU028099,DUI,Motor Vehicle,12/26/19 17:40,Elmwood Ave,Phone,0,1,0,0,B,OldNorthEnd,44.48013568,-73.21323354,3,Central,Type 2
19BU028100,Retail Theft,Property,12/26/19 17:40,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.45111893,-73.2109907,5,South,Type 2
19BU028101,Assist - Agency,Assist,12/26/19 18:39,Hillside Ter,Phone,0,0,0,0,C,UniversityHillSection,44.48835619,-73.1983067,1,East,Type 2
19BU028102,Retail Theft,Property,12/26/19 19:00,Cherry St,Phone,0,0,0,0,D,Downtown,44.4776916,-73.21570716,3,Central,Type 2
19BU028103,Arrest on Warrant,Court Order,12/26/19 19:09,St Paul St,Phone,0,0,0,0,D,Downtown,44.47447209,-73.21542109,3,Central,Type 1
19BU028104,Foot Patrol,Public Service,12/26/19 19:33,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47914955,-73.21323742,3,Central,Type 1
19BU028105,Assist - Agency,Assist,12/26/19 19:42,Summit St,Phone,0,0,0,0,E,SouthEnd,44.47031038,-73.20348538,6,South,Type 2
19BU028106,Larceny - Other,Property,12/26/19 20:52,George St,In Person,0,0,0,0,B,OldNorthEnd,44.48099174,-73.21668136,3,Central,Type 1
19BU028107,Domestic Disturbance,Domestic,12/26/19 21:07,NA,Phone,0,0,1,1,D,Downtown,NA,NA,3,Central,Type 3
19BU028108,Domestic Disturbance,Domestic,12/26/19 21:15,NA,Phone,0,0,1,0,C,UniversityHillSection,NA,NA,1,East,Type 3
19BU028109,Trespass,Other,12/26/19 22:00,Cherry St,Phone,0,0,0,0,D,Downtown,44.48060866,-73.21216504,3,Central,Type 2
19BU028110,Assist - Public,Public Service,12/26/19 22:21,Church St,Phone,1,0,0,0,D,Downtown,44.47809906,-73.21387902,3,Central,Type 1
19BU028111,Disturbance,Quality of Life,12/26/19 22:26,S Winooski Ave,Officer/Radio,1,0,0,0,D,Downtown,44.47894686,-73.21068862,3,Central,Type 2
19BU028112,Assist - Agency,Assist,12/27/19 0:39,Flynn Ave,Phone,0,0,0,0,E,SouthEnd,44.45488104,-73.21274403,5,South,Type 2
19BU028113,Suspicious Event,Public Service,12/27/19 1:37,Flynn Ave,Phone,0,0,0,0,E,SouthEnd,44.4571951,-73.21451475,5,South,Type 1
19BU028114,Disturbance,Quality of Life,12/27/19 2:03,Main St/St Paul St,Officer/Radio,0,0,0,0,D,Downtown,44.47763659,-73.21259998,3,Central,Type 2
19BU028115,Disturbance,Quality of Life,12/27/19 2:25,Church St/Bank St,911,0,0,0,0,D,Downtown,44.47721226,-73.21174415,3,Central,Type 2
19BU028116,Welfare Check,Public Service,12/27/19 3:40,Main St.,Phone,0,0,0,0,D,Downtown,44.47602693,-73.21072703,8,East,Type 2
19BU028117,Violation of Conditions of Release,Court Order,12/27/19 4:45,Willow St,Phone,0,0,0,0,B,OldNorthEnd,44.4886342,-73.20977181,2,Central,Type 2
19BU028118,Crash - Injury to person(s),Motor Vehicle,12/27/19 7:27,Shelburne Rd / Birchcliff Pkwy,911,0,0,0,0,E,SouthEnd,44.45971778,-73.20948215,5,South,NA
19BU028119,Suspicious Event,Public Service,12/27/19 8:14,Appletree Pt Rd,Phone,0,0,0,0,A,NewNorthEnd,44.50580132,-73.26774481,4,North,Type 1
19BU028120,Welfare Check,Public Service,12/27/19 9:02,St Paul -15,Phone,0,0,0,0,D,Downtown,44.47741081,-73.21478092,3,Central,Type 2
19BU028121,Traffic,Motor Vehicle,12/27/19 9:34,Riverside Ave/N Winooski Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48813818,-73.20468229,2,Central,Type 1
19BU028122,Community Outreach,Public Service,12/27/19 10:00,Pine St/ Lakeside Ave,Phone,0,0,0,0,E,SouthEnd,44.46300154,-73.21291437,5,South,Type 1
19BU028123,Traffic,Motor Vehicle,12/27/19 10:04,North Ave/Washington St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48610649,-73.22509139,3,Central,Type 1
19BU028124,Traffic,Motor Vehicle,12/27/19 10:40,North Ave/Washington St,Phone,0,0,0,0,B,OldNorthEnd,44.48611572,-73.22449349,3,Central,Type 1
19BU028125,Traffic,Motor Vehicle,12/27/19 10:45,Riverside Ave/N Winooski Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.49069706,-73.20568983,2,Central,Type 1
19BU028126,Crash - LSA,Motor Vehicle,12/27/19 10:54,College St/St Paul St,911,0,0,0,0,D,Downtown,44.47767943,-73.21592262,3,Central,NA
19BU028127,Assault - Simple,Assault,12/27/19 10:58,Leddy Park Rd,911,0,0,0,0,A,NewNorthEnd,44.50257291,-73.25387569,4,North,Type 3
19BU028128,Alarm,Public Service,12/27/19 12:01,Elmwood Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48069363,-73.21368073,3,Central,Type 2
19BU028129,Suspicious Event,Public Service,12/27/19 13:30,Pearl St,Phone,0,0,0,0,C,UniversityHillSection,44.47962541,-73.21066412,2,Central,Type 1
19BU028130,Found/Lost Property,Public Service,12/27/19 13:41,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48037481,-73.21998205,3,Central,Type 1
19BU028131,Traffic,Motor Vehicle,12/27/19 13:48,N Winooski Ave/Pearl St,Phone,0,0,0,0,B,OldNorthEnd,44.47984527,-73.21291513,2,Central,Type 1
19BU028132,Assist - Public,Public Service,12/27/19 13:54,Maple St,Phone,0,0,0,0,E,SouthEnd,44.47474624,-73.21363894,6,South,Type 1
19BU028133,Found/Lost Property,Public Service,12/27/19 14:07,North Ave,In Person,0,0,0,0,B,OldNorthEnd,44.48295518,-73.22063347,3,Central,Type 1
19BU028134,Traffic,Motor Vehicle,12/27/19 14:09,N Willard Ave/Pearl St,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.47906162,-73.20508276,1,East,Type 1
19BU028135,Community Outreach,Public Service,12/27/19 14:11,North Ave,Phone,0,0,1,0,B,OldNorthEnd,44.48054012,-73.22278072,3,Central,Type 1
19BU028136,Assist - Public,Public Service,12/27/19 14:17,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48316608,-73.22233937,3,Central,Type 1
19BU028137,Found/Lost Property,Public Service,12/27/19 14:38,flynn ave/shelburne rd,Phone,0,0,0,0,E,SouthEnd,44.45316043,-73.20800949,5,South,Type 1
19BU028138,Crash - Non-Investigated,Motor Vehicle,12/27/19 14:55,North St/North Winooski Ave,Phone,0,0,0,0,B,OldNorthEnd,44.4834826,-73.21301626,2,Central,NA
19BU028139,Roadway Hazard,Motor Vehicle,12/27/19 15:10,Rt 127/Manhattan Dr,Phone,0,0,0,0,B,OldNorthEnd,44.48729707,-73.21948142,3,Central,Type 2
19BU028140,Traffic,Motor Vehicle,12/27/19 15:19,North St/Mansfield Ave,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48377194,-73.19882099,1,East,Type 1
19BU028141,Ordinance Violation - Other,Quality of Life,12/27/19 15:19,College St,Phone,0,0,0,0,D,Downtown,44.47624581,-73.20980864,8,East,Type 1
19BU028142,Domestic Disturbance,Domestic,12/27/19 15:24,NA,Phone,0,0,1,0,B,OldNorthEnd,NA,NA,4,North,Type 3
19BU028143,Alarm,Public Service,12/27/19 15:47,Elmwood Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48469434,-73.21550973,3,Central,Type 2
19BU028144,Alarm,Public Service,12/27/19 16:06,Queen City Pk Rd,Phone,0,0,0,0,E,SouthEnd,44.44802227,-73.21644164,5,South,Type 2
19BU028145,Threats/Harassment,Other,12/27/19 16:07,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.44758293,-73.20938349,5,South,Type 2
19BU028146,Assist - Public,Public Service,12/27/19 16:31,North Ave,In Person,1,0,0,0,B,OldNorthEnd,44.48259124,-73.22113211,3,Central,Type 1
19BU028147,Intoxication,Quality of Life,12/27/19 16:39,S Winooski Ave,911,0,0,0,0,D,Downtown,44.47491192,-73.21216776,3,Central,Type 1
19BU028148,Welfare Check,Public Service,12/27/19 16:45,S Meadow Dr,Phone,0,0,0,0,E,SouthEnd,44.45014852,-73.21262489,5,South,Type 2
19BU028149,Assist - Agency,Assist,12/27/19 16:54,Willow St,Phone,0,0,0,0,B,OldNorthEnd,44.48863693,-73.21297729,2,Central,Type 2
19BU028150,Disturbance,Quality of Life,12/27/19 17:09,Buell St/S Winooski Ave,911,0,0,1,1,D,Downtown,44.48045782,-73.21037539,8,East,Type 2
19BU028151,Suspicious Event,Public Service,12/27/19 17:55,Battery Park,Phone,0,0,0,1,B,OldNorthEnd,44.47938312,-73.21941039,3,Central,Type 1
19BU028152,Alarm,Public Service,12/27/19 18:15,College St,Phone,0,0,0,0,D,Downtown,44.47707855,-73.21271875,3,Central,Type 2
19BU028153,Disturbance,Quality of Life,12/27/19 18:19,Pearl St/Church St,Phone,0,0,0,0,B,OldNorthEnd,44.48079312,-73.21414218,2,Central,Type 2
19BU028154,Traffic,Motor Vehicle,12/27/19 18:30,North St/Drew St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48487511,-73.22023321,3,Central,Type 1
19BU028155,Roadway Hazard,Motor Vehicle,12/27/19 18:48,Beltline/North Ave Exit,Phone,0,0,0,0,D,Downtown,44.47835488,-73.21627158,3,Central,Type 2
19BU028156,Welfare Check,Public Service,12/27/19 18:53,Bayberry Cir,Phone,0,0,0,0,C,UniversityHillSection,44.48462832,-73.18250178,1,East,Type 2
19BU028157,Assist – Motorist,Motor Vehicle,12/27/19 18:53,Beltline/North Ave Exit,Phone,0,0,0,0,D,Downtown,44.47837231,-73.21726896,3,Central,NA
19BU028158,Welfare Check,Public Service,12/27/19 18:59,Home Ave/Shelburne Rd,911,0,0,0,0,E,SouthEnd,44.45035757,-73.2089211,5,South,Type 2
19BU028159,Custodial Interference,Domestic,12/27/19 19:24,NA,Phone,0,0,1,0,E,SouthEnd,NA,NA,5,South,Type 2
19BU028160,Welfare Check,Public Service,12/27/19 19:26,Church St,Officer/Radio,0,0,0,0,D,Downtown,44.47593195,-73.21226099,3,Central,Type 2
19BU028161,Traffic,Motor Vehicle,12/27/19 19:29,Riverside Ave/Barrett St,Phone,0,0,0,0,C,UniversityHillSection,44.48929227,-73.18585022,1,East,Type 1
19BU028162,Foot Patrol,Public Service,12/27/19 19:39,Marketplace,Phone,0,0,0,0,D,Downtown,44.4771129,-73.21170693,3,Central,Type 1
19BU028163,Suspicious Event,Public Service,12/27/19 19:52,St Paul St,Phone,0,0,0,0,E,SouthEnd,44.4746508,-73.21309162,5,South,Type 1
19BU028164,Parking,Motor Vehicle,12/27/19 20:04,King St,Phone,0,0,0,0,D,Downtown,44.47415589,-73.21254198,6,South,Type 1
19BU028165,Domestic Disturbance,Domestic,12/27/19 20:16,NA,Phone,0,0,1,0,A,NewNorthEnd,NA,NA,7,North,Type 3
19BU028166,Traffic,Motor Vehicle,12/27/19 20:16,North Ave/Ethan Allen Pkwy,Phone,0,0,0,0,A,NewNorthEnd,44.49945868,-73.23558991,4,North,Type 1
19BU028167,Assist - K9,Assist,12/27/19 20:33,Shelburne Rd,Phone,0,0,0,0,NA,NA,44.4297644,-73.2126103,NA,NA,Type 1
19BU028168,Suspicious Event,Public Service,12/27/19 20:58,College St,Phone,0,0,0,0,D,Downtown,44.47476003,-73.22123446,3,Central,Type 1
19BU028169,Foot Patrol,Public Service,12/27/19 21:30,Marketplace,Phone,0,0,0,0,D,Downtown,44.47841731,-73.21186743,3,Central,Type 1
19BU028170,Violation of Conditions of Release,Court Order,12/27/19 21:40,North St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48420104,-73.21390614,3,Central,Type 2
19BU028171,Foot Patrol,Public Service,12/27/19 21:48,Marketplace,Phone,0,0,0,0,D,Downtown,44.4788126,-73.21398278,3,Central,Type 1
19BU028172,Mental Health Issue,Public Service,12/27/19 21:55,Pine St/Lakeside Ave,Phone,1,0,0,0,E,SouthEnd,44.46207837,-73.21433901,5,South,Type 2
19BU028173,Noise,Quality of Life,12/27/19 22:07,Claire Point Rd,Phone,0,0,0,0,A,NewNorthEnd,44.52839542,-73.26990417,7,North,Type 1
19BU028174,Found/Lost Property,Public Service,12/27/19 22:51,Church St/Cherry St,Phone,0,0,0,0,D,Downtown,44.48117179,-73.21216312,3,Central,Type 1
19BU028175,Traffic,Motor Vehicle,12/27/19 22:52,North Ave/Convent Sq,Phone,0,0,0,0,B,OldNorthEnd,44.48715838,-73.22473732,3,Central,Type 1
19BU028176,Noise,Quality of Life,12/27/19 23:06,Riverside Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48971207,-73.20820591,2,Central,Type 1
19BU028177,Domestic Disturbance,Domestic,12/27/19 23:18,NA,911,0,0,1,0,C,UniversityHillSection,NA,NA,2,Central,Type 3
19BU028178,Traffic,Motor Vehicle,12/27/19 23:30,North Ave/Strong St,Phone,0,0,0,0,B,OldNorthEnd,44.48459597,-73.22366875,3,Central,Type 1
19BU028179,Intoxication,Quality of Life,12/27/19 23:32,Colchester Ave,Phone,0,0,0,1,C,UniversityHillSection,44.4779788,-73.19535384,1,East,Type 1
19BU028180,Traffic,Motor Vehicle,12/27/19 23:46,North Ave/Convent Sq,Phone,0,1,0,0,B,OldNorthEnd,44.49056791,-73.22692307,3,Central,Type 1
19BU028181,Traffic,Motor Vehicle,12/27/19 23:47,S Winooski Ave/Cherry St,Phone,0,0,0,0,D,Downtown,44.48018239,-73.20950057,8,East,Type 1
19BU028182,Suspicious Event,Public Service,12/28/19 0:01,Pearl St,Phone,1,0,0,0,B,OldNorthEnd,44.48065698,-73.21343196,2,Central,Type 1
19BU028183,Suspicious Event,Public Service,12/28/19 0:18,Main St/St Paul St,Phone,0,0,0,0,D,Downtown,44.4749885,-73.2154767,3,Central,Type 1
19BU028184,Vandalism,Property,12/28/19 0:28,Schmanska Park,Phone,0,0,0,0,C,UniversityHillSection,44.48630729,-73.18455294,1,East,Type 1
19BU028185,Parking,Motor Vehicle,12/28/19 0:54,Main St,Phone,0,0,0,0,D,Downtown,44.47484446,-73.21114239,3,Central,Type 1
19BU028186,Welfare Check,Public Service,12/28/19 1:15,Main St,911,0,0,0,0,D,Downtown,44.47741281,-73.21395212,3,Central,Type 2
19BU028187,Suspicious Event,Public Service,12/28/19 1:29,S Union St,Phone,0,0,0,0,E,SouthEnd,44.46611218,-73.20905876,6,South,Type 1
19BU028188,Welfare Check,Public Service,12/28/19 1:31,Sherman St,Phone,1,0,0,0,B,OldNorthEnd,44.4827127,-73.21789586,3,Central,Type 2
19BU028189,Suspicious Event,Public Service,12/28/19 1:40,Pine St,Phone,0,0,0,1,E,SouthEnd,44.46000113,-73.21521257,5,South,Type 1
19BU028190,Vandalism,Property,12/28/19 2:18,North St,Phone,0,0,0,0,B,OldNorthEnd,44.48440429,-73.21602131,3,Central,Type 1
19BU028191,Noise,Quality of Life,12/28/19 2:41,College St,Phone,0,0,0,0,C,UniversityHillSection,44.47880504,-73.20208969,8,East,Type 1
19BU028192,Assault - Simple,Assault,12/28/19 4:27,Buell St/S Winooski Ave,In Person,0,0,0,0,D,Downtown,44.48066033,-73.21031251,8,East,Type 3
19BU028193,Trespass,Other,12/28/19 6:08,Church St,Phone,0,0,0,0,D,Downtown,44.47634984,-73.21286713,3,Central,Type 2
19BU028194,Assist - Agency,Assist,12/28/19 7:41,Main St,Phone,0,0,0,0,D,Downtown,44.47585838,-73.21209113,3,Central,Type 2
19BU028195,Parking,Motor Vehicle,12/28/19 7:47,North St,Phone,0,0,0,0,B,OldNorthEnd,44.48431225,-73.21197327,2,Central,Type 1
19BU028196,Welfare Check,Public Service,12/28/19 8:00,N Winooski Ave,Phone,1,0,0,0,B,OldNorthEnd,44.48356171,-73.2108069,2,Central,Type 2
19BU028197,Roadway Hazard,Motor Vehicle,12/28/19 8:05,North Ave/Fairmount Pl,Officer/Radio,0,0,0,0,A,NewNorthEnd,44.51437044,-73.25419901,4,North,Type 2
